,indices_behind_to_use_range,number_of_nearby_locations_to_use,hidden_layer_sizes,alpha,airlocation_id,nearby_airlocation_ids,prediction_type,error_results
97,"range(0, 1, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.162830558738605, '24_ahead': 26.24905741847995, '35_ahead': 30.157126170981435, '13_ahead': 19.73536013128529, '2_ahead': 5.209392546434545}"
98,"range(0, 1, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.293414262016576, '24_ahead': 28.682030742063279, '35_ahead': 31.912933902636219, '13_ahead': 29.481690777820369, '2_ahead': 23.153964659761389}"
99,"range(0, 1, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.23132533019637, '24_ahead': 29.11003772627387, '35_ahead': 31.522001079438578, '13_ahead': 24.121913570936702, '2_ahead': 17.001292966722946}"
100,"range(0, 1, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 23.544820358900754, '24_ahead': 21.123414974078617, '35_ahead': 22.432557029061897, '13_ahead': 17.833186100098079, '2_ahead': 7.5171750040762779}"
101,"range(0, 1, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 35.235576301802212, '24_ahead': 26.327192156807737, '35_ahead': 28.956046940221963, '13_ahead': 19.288617918395921, '2_ahead': 8.7833138555564485}"
102,"range(0, 1, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.539423129976683, '24_ahead': 29.773531130467969, '35_ahead': 32.193811172541537, '13_ahead': 25.946702092984115, '2_ahead': 20.458674919463053}"
103,"range(0, 1, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 37.542770095443267, '24_ahead': 38.704774360863006, '35_ahead': 38.277790045574889, '13_ahead': 37.76812119200634, '2_ahead': 38.785563456952495}"
104,"range(0, 1, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 29.293847030458664, '24_ahead': 21.484701838983892, '35_ahead': 23.37305505363133, '13_ahead': 18.581508443157354, '2_ahead': 6.0895349529992773}"
105,"range(0, 1, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.207538396768513, '24_ahead': 26.036119254893805, '35_ahead': 29.866283764134856, '13_ahead': 19.063809161713664, '2_ahead': 4.8288465009293517}"
106,"range(0, 1, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.742969269659731, '24_ahead': 29.547907659459405, '35_ahead': 31.827236270881674, '13_ahead': 25.535691166398234, '2_ahead': 21.019682658781189}"
107,"range(0, 1, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.223151386793418, '24_ahead': 28.147646586376688, '35_ahead': 32.271588825039593, '13_ahead': 24.924304096474732, '2_ahead': 17.045235435308161}"
108,"range(0, 1, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 29.898992472839531, '24_ahead': 26.296560931770124, '35_ahead': 28.677479374146376, '13_ahead': 19.498965424820014, '2_ahead': 6.546893738757964}"
109,"range(0, 1, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.663790590403849, '24_ahead': 26.32893648059261, '35_ahead': 30.231039792177718, '13_ahead': 19.198820961803413, '2_ahead': 4.7482203368443185}"
110,"range(0, 1, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.075917283959576, '24_ahead': 30.306372330614984, '35_ahead': 32.741059088249024, '13_ahead': 26.417000571572956, '2_ahead': 21.081712636684998}"
111,"range(0, 1, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.593568924938523, '24_ahead': 28.814675538164177, '35_ahead': 31.80670625561859, '13_ahead': 24.345889181079119, '2_ahead': 16.956547546519527}"
112,"range(0, 1, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.589056332444272, '24_ahead': 29.626000260926016, '35_ahead': 32.162545531350467, '13_ahead': 25.652857357365352, '2_ahead': 19.96356896336701}"
113,"range(0, 1, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.393771966085197, '24_ahead': 25.819442112611007, '35_ahead': 29.326211360444962, '13_ahead': 19.768048921812756, '2_ahead': 6.3978780084931453}"
114,"range(0, 1, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.310530228192697, '24_ahead': 26.444683034047387, '35_ahead': 29.989278324080821, '13_ahead': 19.315206349765482, '2_ahead': 4.4679304816277581}"
115,"range(0, 1, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.016906081956179, '24_ahead': 30.22585038897212, '35_ahead': 32.197272321133646, '13_ahead': 26.624435846042157, '2_ahead': 21.468852788604995}"
116,"range(0, 1, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.510249464104383, '24_ahead': 28.966253158356501, '35_ahead': 31.821284457218496, '13_ahead': 24.869780935478072, '2_ahead': 17.402671443225476}"
117,"range(0, 1, 2)",4.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.608586211664232, '24_ahead': 29.625114668820103, '35_ahead': 32.165630585856547, '13_ahead': 25.477592974949317, '2_ahead': 19.741759759170691}"
118,"range(0, 1, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.716909404846504, '24_ahead': 25.04735074146188, '35_ahead': 29.298728301073361, '13_ahead': 19.242045564193997, '2_ahead': 6.5998719072142684}"
119,"range(0, 1, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.333327491474073, '24_ahead': 26.187680963751728, '35_ahead': 29.945722055160925, '13_ahead': 19.31186838238904, '2_ahead': 5.8622729246193117}"
120,"range(0, 1, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.093848835744929, '24_ahead': 30.458405116208137, '35_ahead': 32.474279714260646, '13_ahead': 29.297543003197028, '2_ahead': 20.462401442209732}"
121,"range(0, 1, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.733618869058645, '24_ahead': 30.682435117057995, '35_ahead': 31.715567460295315, '13_ahead': 24.440587934149359, '2_ahead': 19.083562949396352}"
122,"range(0, 1, 2)",4.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.683662309337997, '24_ahead': 29.776598313442857, '35_ahead': 32.29682324476142, '13_ahead': 26.794053707166452, '2_ahead': 19.681192796834218}"
123,"range(0, 1, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.131805878675486, '24_ahead': 26.178556467644913, '35_ahead': 29.418116296528225, '13_ahead': 20.86226763365072, '2_ahead': 6.9731866157696345}"
124,"range(0, 1, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.417105746860365, '24_ahead': 26.543351757945562, '35_ahead': 30.236845343261695, '13_ahead': 19.381123387849613, '2_ahead': 4.6999296014088046}"
125,"range(0, 1, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.881560343893526, '24_ahead': 30.262175113283035, '35_ahead': 32.665628464895327, '13_ahead': 26.435292349956459, '2_ahead': 20.612174190879628}"
126,"range(0, 1, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.538800075403884, '24_ahead': 28.804300672780546, '35_ahead': 31.630516349499668, '13_ahead': 23.97800401440854, '2_ahead': 16.728004491032294}"
127,"range(0, 1, 2)",4.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.626706379962549, '24_ahead': 29.512845898450632, '35_ahead': 32.025665990731838, '13_ahead': 25.526055719353881, '2_ahead': 19.159040442554161}"
128,"range(0, 1, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.335964881553931, '24_ahead': 23.607479128347457, '35_ahead': 27.616518888355213, '13_ahead': 18.618864168050347, '2_ahead': 6.5552092127038861}"
129,"range(0, 1, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.166327512749675, '24_ahead': 26.366743322897008, '35_ahead': 30.020033482735176, '13_ahead': 19.323146840217554, '2_ahead': 4.6537483104734667}"
130,"range(0, 1, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.730084924418591, '24_ahead': 29.818996851706249, '35_ahead': 32.309333070698521, '13_ahead': 25.959610384719301, '2_ahead': 20.366553907760537}"
131,"range(0, 1, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.673448894524981, '24_ahead': 28.943985715083446, '35_ahead': 31.599833861113897, '13_ahead': 24.238864608532758, '2_ahead': 16.842053079339472}"
132,"range(0, 1, 2)",4.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.42815462645882, '24_ahead': 29.579703741513551, '35_ahead': 31.945245418672279, '13_ahead': 25.324423859891166, '2_ahead': 19.519313572093679}"
133,"range(0, 1, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 26.930491321507528, '24_ahead': 22.91751799359356, '35_ahead': 25.734361024291566, '13_ahead': 18.321974806904354, '2_ahead': 7.0928378449131477}"
134,"range(0, 1, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.521409535890349, '24_ahead': 26.618776567698799, '35_ahead': 30.429898596675308, '13_ahead': 19.2964802601172, '2_ahead': 4.5414458297059923}"
135,"range(0, 1, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.66136679245696, '24_ahead': 30.082673303408967, '35_ahead': 32.311613961652412, '13_ahead': 26.082121573619929, '2_ahead': 20.428134540041896}"
136,"range(0, 1, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.424615425252071, '24_ahead': 28.996340351794021, '35_ahead': 31.699790017459048, '13_ahead': 24.293703008886034, '2_ahead': 16.882784754375358}"
137,"range(0, 1, 2)",4.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.674050965075786, '24_ahead': 29.755173546297886, '35_ahead': 32.241822182298677, '13_ahead': 25.663911591138632, '2_ahead': 19.759222976904802}"
138,"range(0, 1, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.479829102754131, '24_ahead': 23.573795999387475, '35_ahead': 26.145238158084023, '13_ahead': 18.339935408450927, '2_ahead': 6.1940014490993658}"
139,"range(0, 1, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.50013017355122, '24_ahead': 26.316257294021909, '35_ahead': 30.30623359695905, '13_ahead': 19.272486270332596, '2_ahead': 4.5242284919196303}"
140,"range(0, 1, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.380647274769629, '24_ahead': 30.21795570134563, '35_ahead': 32.468186487896837, '13_ahead': 26.225837351166806, '2_ahead': 20.499045438611223}"
141,"range(0, 1, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.306339144510808, '24_ahead': 28.736796556799124, '35_ahead': 31.570399864813879, '13_ahead': 23.941916432092718, '2_ahead': 16.665387521245517}"
142,"range(0, 1, 2)",4.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.685542566637146, '24_ahead': 29.495721007610179, '35_ahead': 32.15352601781386, '13_ahead': 25.544681582720262, '2_ahead': 19.599844066898878}"
143,"range(0, 1, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.779592762361673, '24_ahead': 24.49151218397207, '35_ahead': 25.24621729572382, '13_ahead': 18.940875562507227, '2_ahead': 5.9601270883739641}"
144,"range(0, 1, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.522998626173646, '24_ahead': 26.595681644711689, '35_ahead': 30.372404661287831, '13_ahead': 19.340725969591617, '2_ahead': 5.1329430021297151}"
145,"range(0, 1, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.0237884250135, '24_ahead': 30.48479687280604, '35_ahead': 32.742331276346789, '13_ahead': 26.460861726964449, '2_ahead': 20.787575003976055}"
146,"range(0, 1, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.544534147805109, '24_ahead': 28.921177608171483, '35_ahead': 31.842715230001254, '13_ahead': 24.271806657394329, '2_ahead': 16.839392368204788}"
147,"range(0, 1, 2)",4.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.754044955293381, '24_ahead': 29.680919101358342, '35_ahead': 32.246990842866822, '13_ahead': 25.47432909611766, '2_ahead': 19.65800708699782}"
148,"range(0, 1, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.420401010262793, '24_ahead': 21.549461250990309, '35_ahead': 21.43151434355298, '13_ahead': 18.487973020548406, '2_ahead': 5.7432980755613414}"
149,"range(0, 1, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.408848557866762, '24_ahead': 26.270652129370301, '35_ahead': 29.987993822580105, '13_ahead': 19.180486100721218, '2_ahead': 5.048346165334034}"
150,"range(0, 1, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.550941403485069, '24_ahead': 29.781757936352189, '35_ahead': 32.067514636672541, '13_ahead': 25.764935782793515, '2_ahead': 20.124393138221379}"
151,"range(0, 1, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.625287124646164, '24_ahead': 28.438660959168143, '35_ahead': 31.10080127689184, '13_ahead': 26.11846584556093, '2_ahead': 17.473565113368398}"
152,"range(0, 1, 2)",4.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.583778229011379, '24_ahead': 29.603841843675678, '35_ahead': 32.141148016617024, '13_ahead': 25.540350477888317, '2_ahead': 19.686503728929932}"
153,"range(0, 1, 2)",4.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 26.929128802970553, '24_ahead': 22.89910062317519, '35_ahead': 22.278059498653889, '13_ahead': 18.129431967757519, '2_ahead': 6.0163511698492993}"
154,"range(0, 1, 2)",4.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.702257373196296, '24_ahead': 26.754685470311639, '35_ahead': 30.30651082935989, '13_ahead': 19.503445457103499, '2_ahead': 4.6513710269265136}"
155,"range(0, 1, 2)",4.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.913204847504346, '24_ahead': 30.059804620432576, '35_ahead': 32.529316047749923, '13_ahead': 25.987783002845891, '2_ahead': 20.023725365072334}"
156,"range(0, 1, 2)",4.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.529176073802866, '24_ahead': 28.603297949515508, '35_ahead': 31.548756717253777, '13_ahead': 23.908553419656908, '2_ahead': 16.784242520887219}"
157,"range(0, 1, 2)",4.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.567389075237109, '24_ahead': 29.729830469172231, '35_ahead': 32.098080958430401, '13_ahead': 25.229582351060081, '2_ahead': 19.460350570951192}"
158,"range(0, 1, 2)",4.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 23.896465854545845, '24_ahead': 21.907679006001292, '35_ahead': 28.002182626944922, '13_ahead': 18.623982478280073, '2_ahead': 6.3138507818023344}"
159,"range(0, 1, 2)",4.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.695367276763491, '24_ahead': 29.234720701695835, '35_ahead': 30.589143535670122, '13_ahead': 22.056474029974442, '2_ahead': 8.8661058961827539}"
160,"range(0, 1, 2)",4.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.328877799207461, '24_ahead': 30.377122572238161, '35_ahead': 32.994357022174, '13_ahead': 26.518265254720589, '2_ahead': 20.682235190514994}"
161,"range(0, 1, 2)",4.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.44228490770039, '24_ahead': 29.034247649178983, '35_ahead': 31.70418306013957, '13_ahead': 24.171019584208533, '2_ahead': 16.728000201468539}"
162,"range(0, 1, 2)",4.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 32.838229179133933, '24_ahead': 29.445708878989233, '35_ahead': 31.054030494910887, '13_ahead': 27.313873484921839, '2_ahead': 25.831988477938133}"
163,"range(0, 1, 2)",4.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.030276206429825, '24_ahead': 22.719292628076051, '35_ahead': 24.285163202741604, '13_ahead': 18.106122870292719, '2_ahead': 6.0776128987349285}"
164,"range(0, 1, 2)",4.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.912673178387514, '24_ahead': 26.337323008866822, '35_ahead': 30.399204853485809, '13_ahead': 19.368690208411948, '2_ahead': 4.8643949999952811}"
165,"range(0, 1, 2)",4.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.787838016528177, '24_ahead': 29.753870754205177, '35_ahead': 32.074065426855427, '13_ahead': 25.943647717053363, '2_ahead': 20.551021089324557}"
166,"range(0, 1, 2)",4.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.678178758258881, '24_ahead': 29.067717892423037, '35_ahead': 31.82949488533189, '13_ahead': 24.226227142600113, '2_ahead': 16.832287983427786}"
167,"range(0, 1, 2)",4.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.722756360117437, '24_ahead': 29.635833448694779, '35_ahead': 32.362161367388701, '13_ahead': 25.629971697139389, '2_ahead': 19.75332944240785}"
168,"range(0, 1, 2)",5.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.75001657724744, '24_ahead': 25.364914962105907, '35_ahead': 28.502484965869066, '13_ahead': 19.054936193691468, '2_ahead': 6.6258576050378419}"
169,"range(0, 1, 2)",5.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.388886147496684, '24_ahead': 26.707528371793483, '35_ahead': 30.065054501708268, '13_ahead': 19.485820047257555, '2_ahead': 5.1940005549633765}"
170,"range(0, 1, 2)",5.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.871885563213894, '24_ahead': 29.940419622426223, '35_ahead': 32.288039247008122, '13_ahead': 26.167005364631667, '2_ahead': 20.614700495005003}"
171,"range(0, 1, 2)",5.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.619526434507172, '24_ahead': 28.91917108896968, '35_ahead': 31.776652194929049, '13_ahead': 23.908852037869401, '2_ahead': 17.492505104339084}"
172,"range(0, 1, 2)",5.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.895701076369633, '24_ahead': 29.800067279484484, '35_ahead': 32.280974854724363, '13_ahead': 25.686661187331456, '2_ahead': 19.694283987944971}"
173,"range(0, 1, 2)",5.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_5,"{'46_ahead': 34.072973704014402, '24_ahead': 30.542639792133357, '35_ahead': 32.896619041599898, '13_ahead': 27.868112231230178, '2_ahead': 25.757528462818399}"
174,"range(0, 1, 2)",5.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.071751759032566, '24_ahead': 25.532749713174141, '35_ahead': 27.925527770599903, '13_ahead': 20.197012796052075, '2_ahead': 7.6750709084892366}"
175,"range(0, 1, 2)",5.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.35166289400879, '24_ahead': 26.815484633021303, '35_ahead': 31.521279549885634, '13_ahead': 19.611802329573308, '2_ahead': 4.3631499569218155}"
176,"range(0, 1, 2)",5.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.733949767950207, '24_ahead': 29.871470876425928, '35_ahead': 32.273095994741688, '13_ahead': 26.126806903601381, '2_ahead': 20.301966864709552}"
177,"range(0, 1, 2)",5.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.768170820291978, '24_ahead': 29.194088558772123, '35_ahead': 31.98210072691349, '13_ahead': 24.280976037183123, '2_ahead': 16.954369575118484}"
178,"range(0, 1, 2)",5.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.629385473450668, '24_ahead': 29.573445663131384, '35_ahead': 32.121974452229033, '13_ahead': 25.501286845539045, '2_ahead': 19.799310819074826}"
179,"range(0, 1, 2)",5.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_5,"{'46_ahead': 34.232596041719987, '24_ahead': 30.70038318848971, '35_ahead': 33.325432056447781, '13_ahead': 27.999419976077608, '2_ahead': 25.761143058019492}"
180,"range(0, 1, 2)",5.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.250519285767304, '24_ahead': 24.865279511941477, '35_ahead': 28.998457038042744, '13_ahead': 18.701397636865543, '2_ahead': 5.2958817020319433}"
