,indices_behind_to_use_range,number_of_nearby_locations_to_use,hidden_layer_sizes,alpha,airlocation_id,nearby_airlocation_ids,prediction_type,error_results
1514,"range(0, 49, 2)",3.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 21.20201460132192, '24_ahead': 25.272994156607357, '35_ahead': 28.95588368001215, '2_ahead': 15.746143193166656, '46_ahead': 31.755583633551684}"
1515,"range(0, 49, 2)",3.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.263439377997916, '24_ahead': 27.603558202538952, '35_ahead': 30.466956085865792, '2_ahead': 21.325346680028588, '46_ahead': 33.305498881968745}"
1516,"range(0, 49, 2)",3.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.762889204752994, '24_ahead': 19.713607940236965, '35_ahead': 23.304572035895447, '2_ahead': 6.5989136782350979, '46_ahead': 24.734411870334856}"
1517,"range(0, 49, 2)",3.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 18.747168941427237, '24_ahead': 25.064086623301382, '35_ahead': 28.711312047260144, '2_ahead': 8.5174381896362874, '46_ahead': 30.917389266275134}"
1518,"range(0, 49, 2)",3.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.985648835260072, '24_ahead': 24.098347543475398, '35_ahead': 28.08378512942074, '2_ahead': 14.532655146330352, '46_ahead': 30.330725265566073}"
1519,"range(0, 49, 2)",3.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.215945295074096, '24_ahead': 27.47904425011394, '35_ahead': 29.933638583783402, '2_ahead': 19.152879198232036, '46_ahead': 32.53842929640318}"
1520,"range(0, 49, 2)",3.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.180510342977561, '24_ahead': 19.653849009466487, '35_ahead': 20.405633521441764, '2_ahead': 6.754456712184342, '46_ahead': 21.510109751601522}"
1521,"range(0, 49, 2)",3.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.972557285971579, '24_ahead': 23.46846055592713, '35_ahead': 27.548999322165752, '2_ahead': 6.4581057485259645, '46_ahead': 30.59328521238157}"
1522,"range(0, 49, 2)",3.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.735400507808297, '24_ahead': 24.45805332716548, '35_ahead': 28.408073810448904, '2_ahead': 14.329535699233366, '46_ahead': 30.389545285380695}"
1523,"range(0, 49, 2)",3.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.993608453669729, '24_ahead': 27.039063042710364, '35_ahead': 29.711601123684812, '2_ahead': 18.899079171469381, '46_ahead': 32.117137855471618}"
1524,"range(0, 49, 2)",3.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.287391591687943, '24_ahead': 19.862317804055579, '35_ahead': 22.001988182884954, '2_ahead': 6.7893197862624834, '46_ahead': 21.793047068830013}"
1525,"range(0, 49, 2)",3.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 18.095443858307458, '24_ahead': 24.995651564433622, '35_ahead': 28.256136052501841, '2_ahead': 6.3511424808976855, '46_ahead': 32.025392202952254}"
1526,"range(0, 49, 2)",3.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.61584141184527, '24_ahead': 24.248579739298844, '35_ahead': 27.744433292343132, '2_ahead': 14.659837449405135, '46_ahead': 30.772064558826084}"
1527,"range(0, 49, 2)",3.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.249435814210237, '24_ahead': 27.070481046421911, '35_ahead': 30.142650677369737, '2_ahead': 19.058799163013624, '46_ahead': 32.554617877013797}"
1528,"range(0, 49, 2)",3.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.852536299282491, '24_ahead': 19.957246591634497, '35_ahead': 20.708763255483536, '2_ahead': 7.389938168144651, '46_ahead': 24.853741925347055}"
1529,"range(0, 49, 2)",3.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.680961585080151, '24_ahead': 23.86421027992705, '35_ahead': 28.019382785638353, '2_ahead': 7.5341752712612706, '46_ahead': 30.613322921721338}"
1530,"range(0, 49, 2)",3.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.30888199944723, '24_ahead': 24.505788964273385, '35_ahead': 27.693301909684052, '2_ahead': 14.588281105358154, '46_ahead': 29.924929241165419}"
1531,"range(0, 49, 2)",3.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.058659766247459, '24_ahead': 26.731146012889745, '35_ahead': 29.758928499766032, '2_ahead': 18.773014678422204, '46_ahead': 32.257470796385505}"
1532,"range(0, 49, 2)",3.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.301874140544403, '24_ahead': 19.42423466167379, '35_ahead': 20.489369464012466, '2_ahead': 6.2630556713121015, '46_ahead': 20.774706354254079}"
1533,"range(0, 49, 2)",3.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.487509178088107, '24_ahead': 23.095441712731102, '35_ahead': 27.992438001950074, '2_ahead': 5.4474159623314673, '46_ahead': 30.574779987711921}"
1534,"range(0, 49, 2)",3.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.30468988942248, '24_ahead': 24.058509993737864, '35_ahead': 27.535545719533467, '2_ahead': 14.38814461090681, '46_ahead': 30.371764334712349}"
1535,"range(0, 49, 2)",3.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.798834141443255, '24_ahead': 27.213449253458801, '35_ahead': 30.189482897818607, '2_ahead': 19.277589040108527, '46_ahead': 32.205692654594316}"
1536,"range(0, 49, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.038000484494276, '24_ahead': 19.868580326399066, '35_ahead': 20.243877359126309, '2_ahead': 6.1798490823111853, '46_ahead': 21.2960423831734}"
1537,"range(0, 49, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.657701128104613, '24_ahead': 22.614625551215262, '35_ahead': 27.136785430919815, '2_ahead': 6.8440208631873718, '46_ahead': 30.232981144801272}"
1538,"range(0, 49, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 20.07237341968478, '24_ahead': 25.010063041041857, '35_ahead': 28.152147317241731, '2_ahead': 14.394597756524066, '46_ahead': 30.716209471026062}"
1539,"range(0, 49, 2)",3.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.687549592950813, '24_ahead': 26.840489826281768, '35_ahead': 29.759559619164801, '2_ahead': 18.751770654412326, '46_ahead': 31.875887708077677}"
1540,"range(0, 49, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.082097493879282, '24_ahead': 17.139355547460902, '35_ahead': 23.324749590571255, '2_ahead': 7.0821626079195008, '46_ahead': 22.102960157573129}"
1541,"range(0, 49, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.137130516828396, '24_ahead': 23.304616655568822, '35_ahead': 27.653288993519208, '2_ahead': 6.1474344822467533, '46_ahead': 30.840849928453331}"
1542,"range(0, 49, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.969528209340112, '24_ahead': 23.546434159057426, '35_ahead': 27.88035406715521, '2_ahead': 14.801917814048497, '46_ahead': 30.129069099581425}"
1543,"range(0, 49, 2)",3.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.99008695168509, '24_ahead': 27.704444535197851, '35_ahead': 31.032429459130555, '2_ahead': 18.673509095561389, '46_ahead': 32.162479214472633}"
1544,"range(0, 49, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.712469162383544, '24_ahead': 19.709996488777946, '35_ahead': 19.559437580050666, '2_ahead': 6.4628641276434911, '46_ahead': 20.661193036031896}"
1545,"range(0, 49, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.379844425437991, '24_ahead': 23.276649738014466, '35_ahead': 27.751616637364641, '2_ahead': 7.2129451702350611, '46_ahead': 30.598594231712337}"
1546,"range(0, 49, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.590440836531766, '24_ahead': 24.175481018864268, '35_ahead': 27.688527087967877, '2_ahead': 14.605020399723537, '46_ahead': 30.400338101804284}"
1547,"range(0, 49, 2)",3.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.54007705651571, '24_ahead': 27.032598656366929, '35_ahead': 29.861624483055511, '2_ahead': 18.600772023558566, '46_ahead': 32.090715918219892}"
1548,"range(0, 49, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.958464208657674, '24_ahead': 21.805661498745252, '35_ahead': 25.614843472748863, '2_ahead': 8.2866177464391004, '46_ahead': 27.098492361104334}"
1549,"range(0, 49, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 18.243262888952962, '24_ahead': 23.525460251571545, '35_ahead': 27.611943233242858, '2_ahead': 7.1229126402548433, '46_ahead': 30.80031798154841}"
1550,"range(0, 49, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.650386723186667, '24_ahead': 24.688424854483348, '35_ahead': 27.945313580559628, '2_ahead': 14.867092875247357, '46_ahead': 30.7642520279955}"
1551,"range(0, 49, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.940711658346789, '24_ahead': 27.671671707197959, '35_ahead': 30.743466233670805, '2_ahead': 20.341142829796514, '46_ahead': 33.421533099225293}"
1552,"range(0, 49, 2)",4.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 25.371018042728203, '24_ahead': 28.47045317345313, '35_ahead': 29.971085194027768, '2_ahead': 22.613940642702349, '46_ahead': 32.620868909396691}"
1553,"range(0, 49, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 17.088323189345594, '24_ahead': 23.175337038763054, '35_ahead': 25.040288872685856, '2_ahead': 9.7515964482534798, '46_ahead': 28.008588636726675}"
1554,"range(0, 49, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.091120239296739, '24_ahead': 24.581033428750573, '35_ahead': 28.718229018073846, '2_ahead': 7.2710733032219235, '46_ahead': 31.358920645827329}"
1555,"range(0, 49, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 20.938145876723695, '24_ahead': 25.16747304285871, '35_ahead': 28.121882141272998, '2_ahead': 14.838313998676158, '46_ahead': 31.024828220672475}"
1556,"range(0, 49, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 24.051110485063088, '24_ahead': 28.819664539135225, '35_ahead': 30.575429303979757, '2_ahead': 20.073082899050085, '46_ahead': 33.301961605103919}"
1557,"range(0, 49, 2)",4.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 25.561185683554484, '24_ahead': 27.727246629663266, '35_ahead': 29.702157491903073, '2_ahead': 21.937274699155836, '46_ahead': 32.09015683835274}"
